Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
1-pyridin-4-ylethanone;water;CC(=O)c1ccncc1;O;-0.9927621009108728
1-nitropropane;water;CCC[N+](=O)[O-];O;0.1204233137166381
propanoic acid;water;CCC(=O)O;O;-0.6910576427407997
naphthalen-1-ol;water;c1ccc2c(c1)cccc2O;O;-1.0057666034182036
3,6-dichloro-2-methoxybenzoic acid;water;COc1c(ccc(c1C(=O)O)Cl)Cl;O;-1.5753638132392895
diethyl propanedioate;water;CCOC(=O)CC(=O)OCC;O;-0.571416219673357
(2R,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol;water;C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O;O;-5.635369496027945
octan-1-amine;water;CCCCCCCCN;O;0.039795398171187525
methyl 4-methoxybenzoate;water;COc1ccc(cc1)C(=O)OC;O;-0.3971558860751252
1-nitrobutane;water;CCCC[N+](=O)[O-];O;0.18544582625329176
diethoxyphosphinothioylsulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)SCSP(=S)(OCC)OCC;O;-0.5974252246880184
2-bromo-2-methylpropane;water;CC(C)(C)Br;O;1.2075997233294875
methoxymethane;water;COC;O;0.49235208542629705
methanamine;water;CN;O;-0.19428564696076567
piperazine;water;C1CNCCN1;O;-0.9355422898786176
heptan-2-one;water;CCCCCC(=O)C;O;0.19845032876062246
(3R)-2-methylpentan-3-ol;water;CC[C@H](C(C)C)O;O;-0.020025313362533843
2-methylpropan-1-ol;water;CC(C)CO;O;-0.18128114445343496
anthracene;water;c1ccc2cc3ccccc3cc2c1;O;-0.03823161687279695
prop-2-en-1-ol;water;C=CCO;O;-0.3191288710311408
1H-pyrrole;water;c1cc[nH]c1;O;-0.25410635849448715
5-(2,4-difluorophenyl)-2-hydroxybenzoic acid;water;c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O;O;-1.455722390171847
1-bromopentane;water;CCCCCBr;O;0.9631150761916696
oct-1-yne;water;CCCCCCC#C;O;1.1737880168104275
acetaldehyde;water;CC=O;O;0.0788089056931797
1-bromo-2-chloroethane;water;C(CBr)Cl;O;0.48194848342043245
2,5-dimethylpyridine;water;Cc1ccc(nc1)C;O;-0.23850095548569014
octanal;water;CCCCCCCC=O;O;0.39351786637058345
hept-1-ene;water;CCCCCC=C;O;1.4208735644497115
2,2-dimethylbutane;water;CCC(C)(C)C;O;1.6419501070743339
3-nitroaniline;water;c1cc(cc(c1)[N+](=O)[O-])N;O;-1.3100719620897427
acetic acid;water;CC(=O)O;O;-0.7508783542745212
benzaldehyde;water;c1ccc(cc1)C=O;O;-0.056437920383059816
1,2,3-trimethylbenzene;water;Cc1cccc(c1C)C;O;0.6744151205289274
2-methylbuta-1,3-diene;water;CC(=C)C=C;O;1.1659853153060291
1-butoxybutane;water;CCCCOCCCC;O;0.7732493395846409
fluorobenzene;water;c1ccc(cc1)F;O;0.7810520410890393
tetrachloromethane;water;C(Cl)(Cl)(Cl)Cl;O;1.0099312852180602
2-methylbutan-2-ol;water;CCC(C)(C)O;O;-0.16307484094317187
methanol;water;CO;O;-0.3373351745414037
hexylbenzene;water;CCCCCCc1ccccc1;O;0.9787204792004665
methyl butanoate;water;CCCC(=O)OC;O;0.2530692392914115
2-methylpropanal;water;CC(C)C=O;O;0.24526653778701313
propane;water;CCC;O;1.5093041814995602
phenoxybenzene;water;c1ccc(cc1)Oc2ccccc2;O;0.24266563728554694
N-propylpropan-1-amine;water;CCCNCCC;O;0.039795398171187525
(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate;water;CC1(Cc2cccc(c2O1)OC(=O)NC)C;O;-1.510341300702636
sulfane;water;S;O;0.8070610461037009
cyclohexane;water;C1CCCCC1;O;1.3090348428866672
methyl 2-chloroacetate;water;COC(=O)CCl;O;-0.051236119380127634
5-bromo-1H-pyrimidine-2,4-dione;water;c1c(c(=O)[nH]c(=O)[nH]1)Br;O;-3.7367121299576582
methylsulfinylmethane;water;CS(=O)C;O;-1.424511584154253
2-methoxyphenol;water;COc1ccccc1O;O;-0.5558108166645602
1,2,4,5-tetrachloro-3-(3,4-dichlorophenyl)benzene;water;c1cc(c(cc1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl;O;-0.1500703384358412
N-(cyclopropylmethyl)-2,6-dinitro-N-propyl-4-(trifluoromethyl)aniline;water;CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];O;0.35190345834712505
methyl 2,2-dimethylpropanoate;water;CC(C)(C)C(=O)OC;O;0.36490796085445587
9H-fluorene;water;c1ccc-2c(c1)Cc3c2cccc3;O;0.11782241321517188
pyridine-3-carbaldehyde;water;c1cc(cnc1)C=O;O;-0.8575152748346331
methylcyclohexane;water;CC1CCCCC1;O;1.431277166455576
2-phenylethanol;water;c1ccc(cc1)CCO;O;-0.7768873592891826
1,1,2,3,3,3-hexafluoroprop-1-ene;water;C(=C(F)F)(C(F)(F)F)F;O;1.7511879281359122
ethanethiol;water;CCS;O;0.6926214240391904
1,1-dimethyl-3-phenylurea;water;CN(C)C(=O)Nc1ccccc1;O;-1.3854980766322613
chloroethene;water;C=CCl;O;0.8356709516198285
naphthalene;water;c1ccc2ccccc2c1;O;0.36490796085445587
1-phenylethanone;water;CC(=O)c1ccccc1;O;-0.20208834846516416
1,2,3,5-tetrachlorobenzene;water;c1c(cc(c(c1Cl)Cl)Cl)Cl;O;0.5677781999688153
2,3-dimethylnaphthalene;water;Cc1cc2ccccc2cc1C;O;0.2660737417987423
thiophene;water;c1ccsc1;O;0.6249980110010706
prop-1-en-2-ylbenzene;water;CC(=C)c1ccccc1;O;0.666612419024529
[(2S)-butan-2-yl]benzene;water;CC[C@H](C)c1ccccc1;O;0.8720835586403545
1,2,3,4-tetrachlorobenzene;water;c1cc(c(c(c1Cl)Cl)Cl)Cl;O;0.6406034140098673
(1S,2R)-1,2-dimethylcyclohexane;water;C[C@@H]1CCCC[C@@H]1C;O;1.4000663604379822
(2R)-4-methylpentan-2-ol;water;C[C@H](CC(C)C)O;O;0.018988194159458335
2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide;water;CCc1cccc(c1N(COC)C(=O)CCl)CC;O;-1.1462152304973758
N-propan-2-ylpropan-2-amine;water;CC(C)NC(C)C;O;0.15163411973423177
ethyl formate;water;CCOC=O;O;0.3232935528309975
nonane;water;CCCCCCCCC;O;1.8032059381652352
2,3-dimethylbutane;water;CC(C)C(C)C;O;1.5977347985494093
ethyl butanoate;water;CCCC(=O)OCC;O;0.34149985634126045
bromobenzene;water;c1ccc(cc1)Br;O;0.6093926079922737
4-ethylpyridine;water;CCc1ccncc1;O;-0.24110185598715647
1,4-xylene;water;Cc1ccc(cc1)C;O;0.7810520410890393
methylsulfanylmethane;water;CSC;O;0.5703791004702815
1,2,3,4-tetrachlorodibenzo-p-dioxin;water;c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2;O;-0.0018190098522708577
2-methylpropyl nitrate;water;CC(C)CO[N+](=O)[O-];O;0.5001547869306955
piperidine;water;C1CCNCC1;O;-0.33993607504287
bromoethane;water;CCBr;O;0.7966574440978362
hexyl acetate;water;CCCCCCOC(=O)C;O;0.401320567874982
2,6-dimethylpyridine;water;Cc1cccc(n1)C;O;-0.20468924896663027
1,1,2,2-tetrachloroethane;water;C(C(Cl)Cl)(Cl)Cl;O;0.37271066235885425
1,3-dichloropropane;water;C(CCl)CCl;O;0.4975538864292294
acetamide;water;CC(=O)N;O;-1.5363503057172978
prop-1-ene;water;CC=C;O;1.3324429473998625
1-(4-methoxyphenyl)ethanone;water;CC(=O)c1ccc(cc1)OC;O;-0.1552721394387736
octan-2-one;water;CCCCCCC(=O)C;O;0.24006473678408083
pentylbenzene;water;CCCCCc1ccccc1;O;0.9293033696726097
5-methyl-1H-imidazole;water;Cc1c[nH]cn1;O;-1.6820007337994016
1,1,2,2,3,3,4,4-octafluorocyclobutane;water;C1(C(C(C1(F)F)(F)F)(F)F)(F)F;O;1.8812329532092196
propan-2-one;water;CC(=O)C;O;0.0007818906491953492
1-bromooctane;water;CCCCCCCCBr;O;1.1243709072825707
2-methylpyridine;water;Cc1ccccn1;O;-0.21509285097249486
triethyl phosphate;water;CCOP(=O)(OCC)OCC;O;-0.9615512948932791
ethanol;water;CCO;O;-0.3113261695267423
2,3-dimethylbuta-1,3-diene;water;CC(=C)C(=C)C;O;1.093160101264977
propyl propanoate;water;CCCOC(=O)CC;O;0.35450435884859127
2-aminoanthracene-9,10-dione;water;c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N;O;-2.0097141969841363
2,3-dimethylphenol;water;Cc1cccc(c1C)O;O;-0.6130306276968154
diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate;water;CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC;O;-1.1306098274885787
1,4-dibromobenzene;water;c1cc(ccc1Br)Br;O;0.3909169658691174
1,2,3,4,5-pentachloro-6-nitrobenzene;water;c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N(=O)=O;O;-0.36854598055899745
trichloro(nitro)methane;water;C([N+](=O)[O-])(Cl)(Cl)Cl;O;0.6119935084937399
2,6-dimethylnaphthalene;water;Cc1ccc2cc(ccc2c1)C;O;0.3050872493207345
2-methylbut-2-ene;water;CC=C(C)C;O;1.3298420468983962
1-aminoanthracene-9,10-dione;water;c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N;O;-1.4661259921777114
nonan-2-one;water;CCCCCCCC(=O)C;O;0.34149985634126045
2-methoxypropane;water;CC(C)OC;O;0.46634308041163564
1-iodopentane;water;CCCCCI;O;0.952711474185805
3-methoxyphenol;water;COc1cccc(c1)O;O;-1.0031657029167373
(1R,2S,3R,6S,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene;water;C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl;O;-0.26450996050035175
2-chloroaniline;water;c1ccc(c(c1)N)Cl;O;-0.28791806501354705
methyl propanoate;water;CCC(=O)OC;O;0.22706023427675004
acetonitrile;water;CC#N;O;-0.020025313362533843
penta-1,4-diene;water;C=CCC=C;O;1.2310078278426828
1,1,2-trichloroethane;water;C(C(Cl)Cl)Cl;O;0.47154488141456785
propanal;water;CCC=O;O;0.0970152092034427
(2R)-2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane;water;[C@@H](C(F)(F)F)(OC(F)F)Cl;O;1.0151330862209926
4-hydroxybenzonitrile;water;c1cc(ccc1C#N)O;O;-1.6559917287847403
3,5-dimethylphenol;water;Cc1cc(cc(c1)O)C;O;-0.6416405332129429
pentylcyclopentane;water;CCCCCC1CCCC1;O;1.6523537090801985
N,N-dimethyl-4-nitrobenzamide;water;CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-];O;-2.1189520180457144
1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin;water;c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2;O;-0.18908384595783348
3-methylpentane;water;CCC(C)CC;O;1.6419501070743339
1-methylnaphthalene;water;Cc1cccc2c1cccc2;O;0.35450435884859127
4-fluorophenol;water;c1cc(ccc1O)F;O;-0.6208333292012139
propan-2-yl formate;water;CC(C)OC=O;O;0.4637421799101694
diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-lambda5-phosphane;water;CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl;O;-0.3217297715326069
1,1-diethoxyethane;water;CCOC(C)OCC;O;0.13602871672543498
2-butoxyethanol;water;CCCCOCCO;O;-0.6364387322100107
cyclohexene;water;C1CCC=CC1;O;1.0255366882268573
ethyl hexanoate;water;CCCCCC(=O)OCC;O;0.40912326937938037
(2R)-pentan-2-ol;water;CCC[C@@H](C)O;O;-0.15267123893730727
(1S,2R,8S,9R)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide;water;C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl;O;-0.11105683091384912
1,2,3,4,7-pentachlorodibenzo-p-dioxin;water;c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2;O;-0.09024962690211993
2-chloro-1,1,1-trimethoxyethane;water;COC(CCl)(OC)OC;O;-0.20468924896663027
1-chloro-2-(2-chloroethoxy)ethane;water;C(CCl)OCCCl;O;-0.11105683091384912
1-methylpyrrole;water;Cn1cccc1;O;0.23746383628261464
methyl formate;water;COC=O;O;0.2660737417987423
1,1-difluoroethane;water;CC(F)F;O;0.9605141756902035
propylbenzene;water;CCCc1ccccc1;O;0.8512763546286254
1,1,2,2-tetrachloroethene;water;C(=C(Cl)Cl)(Cl)Cl;O;1.0151330862209926
decan-1-ol;water;CCCCCCCCCCO;O;0.04239629867265362
6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine;water;CCNc1nc(nc(n1)Cl)NCC;O;-1.6689962312920712
1-chlorobutane;water;CCCCCl;O;0.9475096731828727
2-methoxyethanamine;water;COCCN;O;-0.714465747253995
2,2,4-trimethylpentane;water;CC(C)CC(C)(C)C;O;1.7407843261300475
N-(3,4-dichlorophenyl)propanamide;water;CCC(=O)Nc1ccc(c(c1)Cl)Cl;O;-1.034376508934331
3-methoxyaniline;water;COc1cccc(c1)N;O;-0.9069323843624899
1,3-dichloro-2-(2,6-dichlorophenyl)benzene;water;c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl;O;0.39611876687204967
1,3,5-trichlorobenzene;water;c1c(cc(cc1Cl)Cl)Cl;O;0.7862538420919717
1-bromohexane;water;CCCCCCBr;O;1.0359402902327217
diiodomethane;water;C(I)I;O;0.34149985634126045
bromo(trifluoro)methane;water;C(F)(F)(F)Br;O;1.4546852709687714
hexan-1-amine;water;CCCCCCN;O;-0.03823161687279695
2-ethoxyethyl acetate;water;CCOCCOC(=O)C;O;-0.39195408507219276
(6S)-3-methyl-6-propan-2-ylcyclohex-2-en-1-one;water;CC1=CC(=O)[C@@H](CC1)C(C)C;O;-0.18388204495490107
(3aR,7aR)-2-(trichloromethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione;water;C1C=CC[C@@H]2[C@@H]1C(=O)N(C2=O)SC(Cl)(Cl)Cl;O;-1.3542872706146671
(E)-but-2-enal;water;C/C=C/C=O;O;-0.1084559304123828
N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline;water;CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];O;0.07620800519171361
N-methylacetamide;water;CC(=O)NC;O;-1.611776420259816
2,2,2-trifluoroethanol;water;C(C(F)(F)F)O;O;-0.13186403492557808
3-methylbutyl formate;water;CC(C)CCOC=O;O;0.43513227439404184
(4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)SCSc1ccc(cc1)Cl;O;-0.7014612447466644
1,2,4,5-tetrachlorobenzene;water;c1c(c(cc(c1Cl)Cl)Cl)Cl;O;0.6406034140098673
1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene;water;c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl;O;0.16463862224156256
2-methylpentan-2-ol;water;CCCC(C)(C)O;O;-0.03042891536839844
naphthalen-1-amine;water;c1ccc2c(c1)cccc2N;O;-0.9043314838610238
2-fluorophenol;water;c1ccc(c(c1)O)F;O;-0.3867522840692606
2,4-dimethylpentane;water;CC(C)CC(C)C;O;1.7251789231212507
S-propyl N-butyl-N-ethylcarbamothioate;water;CCCCN(CC)C(=O)SCCC;O;0.04239629867265362
3-nitrooxypropyl nitrate;water;C(CO[N+](=O)[O-])CO[N+](=O)[O-];O;-0.2593081594974193
(E)-hept-2-ene;water;CCCC/C=C/C;O;1.426075365452644
4-chloroaniline;water;c1cc(ccc1N)Cl;O;-0.5454072146586956
4-methylphenol;water;Cc1ccc(cc1)O;O;-0.6052279261924168
2,3-diacetyloxypropyl acetate;water;CC(=O)OCC(COC(=O)C)OC(=O)C;O;-1.3100719620897427
2,6-dimethoxyphenol;water;COc1cccc(c1O)OC;O;-0.8211026678141071
chlorobenzene;water;c1ccc(cc1)Cl;O;0.6978232250421226
hydrazine;water;NN;O;-1.4297133851571857
(2S,3R,4S,5R)-oxane-2,3,4,5-tetrol;water;C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O;O;-4.347923747802202
oct-1-ene;water;CCCCCCC=C;O;1.4884969774878312
2-chloro-1,1,1-trifluoroethane;water;C(C(F)(F)F)Cl;O;1.004729484215128
decane;water;CCCCCCCCCC;O;1.8110086396696334
but-1-ene;water;CCC=C;O;1.3480483504086593
N,N-diethylethanamine;water;CCN(CC)CC;O;0.15163411973423177
1-pyrrolidin-1-ylethanone;water;CC(=O)N1CCCC1;O;-1.559758410230493
3-tert-butyl-5-chloro-6-methyl-1H-pyrimidine-2,4-dione;water;Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl;O;-1.9082790774269567
N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine;water;CN(C)CCC=C1c2ccccc2CCc3c1cccc3;O;-0.9433449913830159
2-propan-2-ylsulfanylpropane;water;CC(C)SC(C)C;O;0.6744151205289274
1,2-dihydroacenaphthylene;water;c1cc2cccc3c2c(c1)CC3;O;0.16984042324449486
benzene;water;c1ccccc1;O;0.755043036074378
(2R)-2-bromo-1,1,1,2-tetrafluoroethane;water;[C@@H](C(F)(F)F)(F)Br;O;1.1191691062796383
pyridine-4-carbaldehyde;water;c1cnccc1C=O;O;-0.8315062698199717
4-chlorophenol;water;c1cc(ccc1O)Cl;O;-0.8393089713243702
ethoxybenzene;water;CCOc1ccccc1;O;0.4117241698808464
tetrafluoromethane;water;C(F)(F)(F)F;O;1.800605037663769
4-methylpyridine;water;Cc1ccncc1;O;-0.2931198660164792
cyclopentanol;water;C1CCC(C1)O;O;-0.4387702940985836
benzenethiol;water;c1ccc(cc1)S;O;0.3258944533324637
3,5,5-trimethylcyclohex-2-en-1-one;water;CC1=CC(=O)CC(C1)(C)C;O;-0.35814237855313286
hex-1-ene;water;CCCCC=C;O;1.4000663604379822
methylsulfanylethane;water;CCSC;O;0.598989005986409
2-oxopropyl nitrate;water;CC(=O)CO[N+](=O)[O-];O;-0.5688153191718909
1,2,3,4,7,8-hexachlorodibenzo-p-dioxin;water;c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2;O;0.024189995162390635
(2S)-1,2-dichloropropane;water;C[C@@H](CCl)Cl;O;0.6588097175201304
2,2-dimethylpropane;water;CC(C)(C)C;O;1.6419501070743339
ethane;water;CC;O;1.4650888729746359
1-propoxypropane;water;CCCOCCC;O;0.6874196230362581
1,2,3,4,5,6-hexachlorobenzene;water;c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl;O;0.38311426436471885
1,4-dimethylnaphthalene;water;Cc1ccc(c2c1cccc2)C;O;0.2556701397928777
1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene;water;c1c(c(c(c(c1Cl)Cl)Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl;O;-0.20989104996956268
butyl acetate;water;CCCCOC(=O)C;O;0.3024863488192683
(Z)-pent-2-ene;water;CC/C=C\C;O;1.3298420468983962
1-cyclopropylethanone;water;CC(=O)C1CC1;O;-0.20989104996956268
2-benzhydryloxy-N,N-dimethylethanamine;water;CN(C)CCOC(c1ccccc1)c2ccccc2;O;-1.4401169871630501
1,4-dichlorobenzene;water;c1cc(ccc1Cl)Cl;O;0.7264331305582502
2-hydroxyethyl nitrate;water;C(CO[N+](=O)[O-])O;O;-1.138412528992977
3,4-dimethylphenol;water;Cc1ccc(cc1C)O;O;-0.7014612447466644
N,N,4-trimethylbenzamide;water;Cc1ccc(cc1)C(=O)N(C)C;O;-1.5493548082246282
octane;water;CCCCCCCC;O;1.7381834256285815
chloroform;water;C(Cl)(Cl)Cl;O;0.7082268270479872
methyl methanesulfonate;water;COS(=O)(=O)C;O;-0.27751446300768245
trifluoromethylbenzene;water;c1ccc(cc1)C(F)(F)F;O;0.9241015686696774
1-methyl-3-nitrobenzene;water;Cc1cccc(c1)[N+](=O)[O-];O;0.0918134082005104
4-methylpentan-2-one;water;CC(C)CC(=O)C;O;0.19584942825915636
2-chlorophenol;water;c1ccc(c(c1)O)Cl;O;-0.19428564696076567
4-N-ethyl-6-methylsulfanyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine;water;CCNc1nc(nc(n1)SC)NC(C)C;O;-1.0005648024152713
heptanal;water;CCCCCCC=O;O;0.2946836473148699
propyl acetate;water;CCCOC(=O)C;O;0.2634728412972761
1,3,5-trimethylbenzene;water;Cc1cc(cc(c1)C)C;O;0.755043036074378
chloromethane;water;CCl;O;0.846074553625693
2,2-dimethylpentane;water;CCCC(C)(C)C;O;1.7381834256285815
(2S)-1-butoxypropan-2-ol;water;CCCCOC[C@H](C)O;O;-0.5011919061337712
3,4-dichlorophenol;water;c1cc(c(cc1O)Cl)Cl;O;-0.9069323843624899
hexane;water;CCCCCC;O;1.6341474055699354
pentan-3-one;water;CCC(=O)CC;O;0.102217010206375
1,2,3,4,5-pentachloro-6-(2,3,4,5,6-pentachlorophenyl)benzene;water;c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl;O;0.21405573176941933
diethyl butanedioate;water;CCOC(=O)CCC(=O)OCC;O;-0.49599010513083874
3-ethylphenol;water;CCc1cccc(c1)O;O;-0.6364387322100107
nitrobenzene;water;c1ccc(cc1)[N+](=O)[O-];O;-0.08244692539772143
1,1,1-trifluoro-2,2,2-trimethoxyethane;water;COC(C(F)(F)F)(OC)OC;O;0.7810520410890393
1-chloropentane;water;CCCCCCl;O;0.9631150761916696
2-methylpropyl acetate;water;CC(C)COC(=O)C;O;0.37531156286032047
2-ethylpyridine;water;CCc1ccccn1;O;-0.1370658359285105
2-[(2R)-butan-2-yl]-4,6-dinitrophenol;water;CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-];O;-0.6312369312070785
